,time,open,high,low,close,tick_volume,spread,real_volume,EMA5,EMA10,EMA15,EMA20,EMA50,Close_EMA50,Slope_EMA50,EMA5_10,EMA5_15,EMA5_20,EMA10_15,EMA10_20,EMA15_20,RSI,TR,ATR,RSI_EMA14,DM_minus,DM_plus,TR_smooth,DM_plus_smooth,DM_minus_smooth,DI_plus,DI_minus,DX,ADX,tick_volume_RB_1,EMA5_10_RB_1,EMA10_15_RB_1,EMA10_20_RB_1,Slope_EMA50_RB_1,tick_volume_RB_2,EMA5_10_RB_2,EMA10_15_RB_2,EMA10_20_RB_2,Slope_EMA50_RB_2,tick_volume_RB_3,EMA5_10_RB_3,EMA10_15_RB_3,EMA10_20_RB_3,Slope_EMA50_RB_3,tick_volume_RB_4,EMA5_10_RB_4,EMA10_15_RB_4,EMA10_20_RB_4,Slope_EMA50_RB_4,tick_volume_RB_5,EMA5_10_RB_5,EMA10_15_RB_5,EMA10_20_RB_5,Slope_EMA50_RB_5,tick_volume_RB_6,EMA5_10_RB_6,EMA10_15_RB_6,EMA10_20_RB_6,Slope_EMA50_RB_6,tick_volume_RB_7,EMA5_10_RB_7,EMA10_15_RB_7,EMA10_20_RB_7,Slope_EMA50_RB_7,Signal,Predict,Predict_buy,Predict_neut,Predict_sell
9540,1724157000,2524.62,2524.71,2521.94,2522.07,567,17,0,2523.3521491007245,2522.9363306025334,2522.2164490188766,2521.386652179952,2516.4186184133887,5.651381586611478,0.2306686361885113,0.41581849819112904,1.1357000818479719,1.9654969207726936,0.7198815836568428,1.5496784225815645,0.8297968389247217,57.542457542459154,2.769999999999982,1.423571428571417,69.58059726831888,1.7899999999999636,0.0,1.423571428571417,0.4057142857143065,0.2792857142857364,28.499749121928435,19.61866532865199,18.456725755994476,48.40589745150857,567,0.41581849819112904,0.7198815836568428,1.5496784225815645,0.2306686361885113,578.0,0.882353959264492,0.9004868804645412,1.8306848100000934,0.3361720627763134,436.0,0.8766018767228161,0.8957288281094407,1.8287693641200349,0.3294975157355111,419.0,0.7967424745515927,0.8449935865519365,1.76738185777549,0.34329080621364483,547.0,0.7742455255634013,0.9185489734427392,1.9165490542909538,0.3115881754615657,634.0,0.8722572059050435,1.0090761544383895,2.0902287414223792,0.39245479163491837,498.0,1.0413868454697877,1.4141400837529545,2.7255035599159783,0.3535664360042574,0,0,0.059352597904533885,0.6174748820059703,0.3231725200894959
9541,1724157180,2522.02,2522.28,2521.51,2521.83,447,17,0,2522.8447660671495,2522.735179583891,2522.168142891517,2521.4288757818613,2516.6308294560013,5.199170543998662,0.21221104261258006,0.10958648325868126,0.6766231756323577,1.415890285288242,0.5670366923736765,1.3063038020295608,0.7392671096558843,55.676209279368855,0.7699999999999818,1.4114285714285546,67.72667886979221,0.4299999999998363,0.0,1.4114285714285546,0.4057142857143065,0.2950000000000078,28.744939271256875,20.900809716599994,15.800203873599571,48.11216396764432,447,0.10958648325868126,0.5670366923736765,1.3063038020295608,0.21221104261258006,327.0,0.864375136878607,0.8914782069200555,1.8141276837345686,0.3441653152162871,490.0,0.9672758048313881,0.9273406822267134,1.8733863124989512,0.3703015347264227,542.0,0.9726186949383191,0.9049157801969159,1.851320944789677,0.37845587263655034,347.0,0.5861894825179661,0.8299900263164091,1.7740353151066302,0.2891729528942051,699.0,0.8385635194490533,0.9793386534506681,2.038050032055253,0.33745656451174,528.0,0.9664064737330591,1.339428289566058,2.621445264734575,0.36166186988612026,0,0,0.039329791841495,0.671300392568612,0.289369815589893
9542,1724157360,2521.88,2523.23,2521.88,2522.74,241,17,0,2522.809844044766,2522.736056023183,2522.239625030077,2521.5537447550178,2516.870404771452,5.869595228547951,0.23957531545056554,0.07378802158291364,0.5702190146889734,1.256099289748363,0.49643099310605976,1.1823112681654493,0.6858802750593895,62.98076923076881,1.400000000000091,1.4228571428571481,67.09389091792242,0.0,0.9499999999998181,1.4228571428571481,0.47357142857143636,0.2614285714285935,33.28313253012091,18.3734939759051,28.862973760929826,47.52278624450336,241,0.07378802158291364,0.49643099310605976,1.1823112681654493,0.23957531545056554,567.0,0.41581849819112904,0.7198815836568428,1.5496784225815645,0.2306686361885113,578.0,0.882353959264492,0.9004868804645412,1.8306848100000934,0.3361720627763134,561.0,1.0141500457593793,0.9289529010975457,1.8839975686005346,0.36479093645493776,349.0,0.6632383388860035,0.8284082794793903,1.760762628262455,0.3335191116043461,1039.0,0.7966358408093583,0.9460188822108648,1.9797177401510453,0.3312817972760058,559.0,0.6654228483166662,1.1799317030558996,2.3838705914236016,0.2953221887141808,0,0,0.060317370224771516,0.7555499317461389,0.18413269802908963
9543,1724157540,2522.76,2523.24,2521.72,2521.78,431,17,0,2522.4665626965107,2522.5622276553318,2522.1821719013174,2521.5752928735874,2517.0629379176694,4.717062082330813,0.19253314621755635,-0.09566495882108939,0.28439079519330335,0.8912698229232774,0.38005575401439273,0.9869347817443668,0.606879027729974,59.00900900900945,1.5199999999999818,1.461428571428574,66.0159066634007,0.16000000000030923,0.0,1.461428571428574,0.47357142857143636,0.22714285714287794,32.404692082111914,15.542521994136294,35.16819571865114,47.10659635280704,431,-0.09566495882108939,0.38005575401439273,0.9869347817443668,0.19253314621755635,447.0,0.10958648325868126,0.5670366923736765,1.3063038020295608,0.21221104261258006,327.0,0.864375136878607,0.8914782069200555,1.8141276837345686,0.3441653152162871,405.0,0.9935216888884497,0.9318669103540742,1.8859530335234922,0.355191291887877,386.0,0.7302202400032911,0.8328802498235746,1.7576774336152994,0.3373026758549713,634.0,1.043667056047525,1.0199827077499322,2.0840740480462046,0.4006432954220145,555.0,0.3912243345553179,1.0127936535532172,2.126897641199321,0.2657017107253523,0,0,0.060301541910249716,0.7100791470581922,0.22961931103155808
9544,1724157720,2521.77,2523.19,2521.47,2522.53,565,17,0,2522.487708464341,2522.5563680816354,2522.225650413652,2521.666217361817,2517.2773325091334,5.25266749086677,0.2143945914640426,-0.06865961729454284,0.2620580506886654,0.8214911025238507,0.33071766798320823,0.8901507198183936,0.5594330518351853,56.37583892617643,1.7200000000002547,1.4800000000000182,64.73056429843746,0.25,0.0,1.4800000000000182,0.4035714285714351,0.24500000000002078,27.26833976833987,16.554054054055257,24.449339207045217,45.74815321481987,565,-0.06865961729454284,0.33071766798320823,0.8901507198183936,0.2143945914640426,241.0,0.07378802158291364,0.49643099310605976,1.1823112681654493,0.23957531545056554,567.0,0.41581849819112904,0.7198815836568428,1.5496784225815645,0.2306686361885113,436.0,0.8766018767228161,0.8957288281094407,1.8287693641200349,0.3294975157355111,419.0,0.7967424745515927,0.8449935865519365,1.76738185777549,0.34329080621364483,525.0,1.0181891094480306,1.0133890213114682,2.0698257037074654,0.35983375442492616,536.0,0.5103751855608607,0.9797790578058994,2.066941082527592,0.33096831030479734,0,0,0.0775048110033947,0.6806401103899391,0.24185507860666622
9545,1724157900,2522.51,2523.38,2521.32,2523.19,409,17,0,2522.7218056428937,2522.6715738849744,2522.3461941119454,2521.8113395178343,2517.509201822501,5.680798177499128,0.23186931336749694,0.050231757919391384,0.3756115309483903,0.910466125059429,0.3253797730289989,0.8602343671400376,0.5348545941110388,57.31707317073187,2.0599999999999454,1.5578571428571715,63.74209881474338,0.0,0.19000000000005457,1.5578571428571715,0.3792857142857104,0.24500000000002078,24.346629986244146,15.726730857405904,21.510297482833,44.07632212457957,409,0.050231757919391384,0.3253797730289989,0.8602343671400376,0.23186931336749694,431.0,-0.09566495882108939,0.38005575401439273,0.9869347817443668,0.19253314621755635,447.0,0.10958648325868126,0.5670366923736765,1.3063038020295608,0.21221104261258006,490.0,0.9672758048313881,0.9273406822267134,1.8733863124989512,0.3703015347264227,542.0,0.9726186949383191,0.9049157801969159,1.851320944789677,0.37845587263655034,545.0,0.9607654349720178,0.9924551544004316,2.0338267006918613,0.35042850915351664,583.0,0.5565559415294956,0.9384213572643603,1.9936928753286338,0.32112641578305556,0,0,0.08687590710231224,0.7351663106111767,0.1779577822865112
9546,1724158080,2523.17,2523.17,2520.77,2521.68,408,17,0,2522.3745370952624,2522.49128772407,2522.262919847952,2521.798830992326,2517.672762535344,4.0072374646556455,0.1635607128432639,-0.11675062880749465,0.11161724731027789,0.5757061029362376,0.22836787611777254,0.6924567317437322,0.4640888556259597,48.116438356164124,2.4200000000000728,1.6342857142857545,61.658677420266145,0.5500000000001819,0.0,1.6342857142857545,0.29357142857143764,0.28428571428574806,17.963286713286827,17.395104895106535,1.6069221260771875,40.82265812458801,408,-0.11675062880749465,0.22836787611777254,0.6924567317437322,0.1635607128432639,565.0,-0.06865961729454284,0.33071766798320823,0.8901507198183936,0.2143945914640426,241.0,0.07378802158291364,0.49643099310605976,1.1823112681654493,0.23957531545056554,578.0,0.882353959264492,0.9004868804645412,1.8306848100000934,0.3361720627763134,561.0,1.0141500457593793,0.9289529010975457,1.8839975686005346,0.36479093645493776,547.0,0.7742455255634013,0.9185489734427392,1.9165490542909538,0.3115881754615657,634.0,0.8722572059050435,1.0090761544383895,2.0902287414223792,0.39245479163491837,0,0,0.06464553111935921,0.6888866073813791,0.2464678614992617
9547,1724158260,2521.69,2522.83,2521.33,2522.74,335,17,0,2522.496358063508,2522.5365081378754,2522.322554866958,2521.8884661359143,2517.8714777300365,4.86852226996325,0.19871519469234045,-0.040150074367375055,0.173803196550125,0.6078919275937551,0.21395327091750005,0.6480420019611302,0.4340887310436301,47.30434782608535,1.5,1.5685714285714636,59.74476680770871,0.0,0.0,1.5685714285714636,0.18571428571427923,0.28428571428574806,11.839708561019359,18.123861566486266,20.97264437690704,37.32344087838503,335,-0.040150074367375055,0.21395327091750005,0.6480420019611302,0.19871519469234045,409.0,0.050231757919391384,0.3253797730289989,0.8602343671400376,0.23186931336749694,431.0,-0.09566495882108939,0.38005575401439273,0.9869347817443668,0.19253314621755635,327.0,0.864375136878607,0.8914782069200555,1.8141276837345686,0.3441653152162871,405.0,0.9935216888884497,0.9318669103540742,1.8859530335234922,0.355191291887877,347.0,0.5861894825179661,0.8299900263164091,1.7740353151066302,0.2891729528942051,699.0,0.8385635194490533,0.9793386534506681,2.038050032055253,0.33745656451174,0,0,0.055363493986091854,0.747127620317105,0.19750888569680314
9548,1724158440,2522.77,2522.77,2521.01,2521.4,430,17,0,2522.1309053756722,2522.3298702946254,2522.2072355085884,2521.841945551542,2518.0098511523884,3.3901488476117265,0.13837342235183314,-0.19896491895315194,-0.07633013291615498,0.28895982413041565,0.12263478603699696,0.4879247430835676,0.36528995704657063,42.232630757221465,1.7599999999997635,1.6071428571428896,57.4098153343104,0.31999999999970896,0.0,1.6071428571428896,0.18571428571427923,0.30714285714287015,11.555555555554918,19.111111111111533,24.63768115942392,34.36886563224607,430,-0.19896491895315194,0.12263478603699696,0.4879247430835676,0.13837342235183314,408.0,-0.11675062880749465,0.22836787611777254,0.6924567317437322,0.1635607128432639,565.0,-0.06865961729454284,0.33071766798320823,0.8901507198183936,0.2143945914640426,567.0,0.41581849819112904,0.7198815836568428,1.5496784225815645,0.2306686361885113,436.0,0.8766018767228161,0.8957288281094407,1.8287693641200349,0.3294975157355111,349.0,0.6632383388860035,0.8284082794793903,1.760762628262455,0.3335191116043461,1039.0,0.7966358408093583,0.9460188822108648,1.9797177401510453,0.3312817972760058,0,0,0.05435050540378486,0.6916293339181808,0.2540201606780343
9549,1724158620,2521.35,2521.82,2521.26,2521.68,236,17,0,2521.9806035837814,2522.2117120592393,2522.1413310700145,2521.8265221656807,2518.1537785581772,3.5262214418225994,0.14392740578887242,-0.23110847545785873,-0.16072748623309963,0.15408141810075904,0.0703809892247591,0.38518989355861777,0.31480890433385866,42.945258288355674,0.5599999999999454,1.5850000000000364,55.4812077281831,0.0,0.0,1.5850000000000364,0.17785714285712725,0.30714285714287015,11.221270842720704,19.37809824245193,26.656848306338887,31.63454135461344,236,-0.23110847545785873,0.0703809892247591,0.38518989355861777,0.14392740578887242,335.0,-0.040150074367375055,0.21395327091750005,0.6480420019611302,0.19871519469234045,409.0,0.050231757919391384,0.3253797730289989,0.8602343671400376,0.23186931336749694,447.0,0.10958648325868126,0.5670366923736765,1.3063038020295608,0.21221104261258006,490.0,0.9672758048313881,0.9273406822267134,1.8733863124989512,0.3703015347264227,386.0,0.7302202400032911,0.8328802498235746,1.7576774336152994,0.3373026758549713,634.0,1.043667056047525,1.0199827077499322,2.0840740480462046,0.4006432954220145,0,0,0.044448025954156714,0.7705714250360723,0.18498054900977104
